storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,type_store,strstate_order,region,statename,zipcode,Store Name,number,streetaddr1,strcity1,strstate1,zipcode1,phone-number,Longitude,Latitude
3632,2005-08-24,2005-08-24,0,26,151,655 WEST SANILAC ROAD,Sandusky,MI,Supercenter,MI,Midwest,Michigan,48471,"Walmart Supercenter - Sandusky , Gas/Diesel,",#3632,655 West Sanilac Rd,Sandusky,MI,48471,(810) 648-2728,-82.8562,43.420039
3645,2005-10-26,2005-10-26,0,48,329,200 WEST INTERSTATE 20,Midland (S),TX,Supercenter,TX,South,Texas,79701,"Walmart Supercenter - Midland (S) , Gas/Diesel,",#3645,200 West Interstate 20,Midland,TX,79701,(432) 684-3910,-102.071697,31.974681
3660,2006-01-31,2006-01-31,0,47,065,3428 Cummings Hwy,Chattanooga,TN,Supercenter,TN,South,Tennessee,37419,"Walmart Supercenter - Chattanooga (SW),",#3660,3550 Cummings Hwy,Chattanooga,TN,37419,(423) 821-1556,-85.385487,35.020699
3726,2006-01-27,2006-01-27,0,26,049,6170 S Saginaw Rd,Grand Blanc,MI,Supercenter,MI,Midwest,Michigan,48439,"Walmart Supercenter - Grand Blanc ,",#3726,6170 South Saginaw Rd,Grand Blanc,MI,48439,(810) 603-9739,-83.648486,42.938093
3729,2006-01-23,2006-01-23,0,32,031,5065 Pyramid Lake Rd,Sparks,NV,Supercenter,NV,West,Nevada,89436,"Walmart Supercenter - Sparks,",#3729,5065 Pyramid Lake Rd,Sparks,NV,89436,(775) 425-9300,-119.744697,39.583822
3734,2006-01-27,2006-01-27,0,46,027,1207 Princeton St,Vermillion,SD,Supercenter,SD,Midwest,South Dakota,57069,"Walmart Supercenter - Vermillion,",#3734,1207 Princeton St,Vermillion,SD,57069,(605) 624-0215,-96.937013,42.791802
3764,2005-10-26,2005-10-26,0,48,423,105 CENTENNIAL BLVD,Lindale,TX,Supercenter,TX,South,Texas,75771,"Walmart Supercenter - Lindale , Gas/Diesel,",#3764,105 Centennial Blvd,Lindale,TX,75771,(903) 882-0740,-95.38883,32.474591
3765,2006-01-27,2006-01-27,0,39,109,1300 E Ash St,Piqua,OH,Supercenter,OH,Midwest,Ohio,45356,"Walmart Supercenter - Piqua , Gas/Diesel,",#3765,1300 East Ash St,Piqua,OH,45356,(937) 615-9924,-84.208481,40.152098
3811,2005-10-26,2005-10-26,0,54,047,61 PLAZA DRIVE,Kimball,WV,Supercenter,WV,South,West Virginia,24853,"Walmart Supercenter - Kimball,",#3811,61 Plaza Dr,Kimball,WV,24853,(304) 585-7800,-81.522428,37.413067
3838,2006-01-31,2006-01-31,0,42,003,2010 Village Center Dr,Tarentum,PA,Supercenter,PA,Northern,Pennsylvania,15084,"Walmart Supercenter - Tarentum,",#3838,2010 Village Center Dr,Tarentum,PA,15084,(724) 274-0260,-79.803016,40.564101
5022,2004-08-25,2004-08-25,0,22,071,1901 TCHOUPITOULAS STREET,New Orleans (HRI),LA,Supercenter,LA,South,Louisiana,70130,"Walmart Supercenter - New Orleans,",#5022,1901 Tchoupitoulas St,New Orleans,LA,70130,(504) 522-4142,-90.069293,29.92587
5023,2003-08-20,NA,NA,06,073,1200 HIGHLAND AVENUE,National City,CA,Wal-Mart,CA,West,California,91950,"Walmart Supercenter - National City,",#5023,1200 Highland Ave,National City,CA,91950,(619) 336-0395,-117.098304,32.674348
5025,2003-07-16,2003-07-16,0,18,003,10420 MAYSVILLE ROAD,Fort Wayne,IN,Supercenter,IN,Midwest,Indiana,46835,"Walmart Supercenter - Fort Wayne (E), Gas/Diesel,",#5025,10420 Maysville Rd,Fort Wayne,IN,46835,(260) 492-5845,-85.007701,41.12921
5028,2004-01-28,NA,NA,39,095,2925 GLENDALE AVENUE,Toledo,OH,Wal-Mart,OH,Midwest,Ohio,43614,"Walmart Supercenter - Toledo (c),",#5028,2925 Glendale Ave,Toledo,OH,43614,(419) 380-0994,-83.613122,41.610994
5029,2003-03-19,NA,NA,39,095,3721 NAVARRE AVENUE,Oregon,OH,Wal-Mart,OH,Midwest,Ohio,43616,"Walmart Supercenter - Oregon ,",#5029,3721 Navarre Ave,Oregon,OH,43616,(419) 698-2034,-83.459142,41.638587
5030,2003-10-29,NA,NA,39,095,5821 CENTRAL AVENUE WEST,Toledo,OH,Wal-Mart,OH,Midwest,Ohio,43615,"Walmart Supercenter - Toledo (nw),",#5030,5821 Central Ave West,Toledo,OH,43615,(419) 536-9105,-83.680799,41.675606
5031,2003-03-19,2003-03-19,0,04,019,8280 NORTH CORTARO,Marana,AZ,Supercenter,AZ,West,Arizona,85743,"Wm Nbrhd Mkt - Marana,",#3142,3900 W Ina Rd,Marana,AZ,85741,(520) 329-6156,-111.048718,32.33763
5032,2003-04-16,NA,NA,06,059,8450 LA PALMA AVENUE,Buena Park,CA,Wal-Mart,CA,West,California,90620,"Walmart - Buena Park ,",#5032,8450 La Palma Ave,Buena Park,CA,90620,(714) 484-8668,-117.986569,33.845499
5033,2003-01-22,2003-01-22,0,08,087,1300 NORTH BARLOW ROAD,Fort Morgan,CO,Supercenter,CO,West,Colorado,80701,"Walmart Supercenter - Fort Morgan , Gas/Diesel,",#5033,1300 North Barlow Rd,Fort Morgan,CO,80701,(970) 542-2272,-103.77058,40.260888
5034,2003-06-18,2003-06-18,0,12,071,4770 COLONIAL BLVD,Fort Myers,FL,Supercenter,FL,South,Florida,33912,"Walmart Supercenter - Fort Myers , Gas/Diesel,",#5034,4770 Colonial Blvd,Fort Myers,FL,33912,(239) 274-2920,-81.81272,26.611109
5035,2003-10-29,2003-10-29,0,12,105,6745 NORTH CHURCH AVE,Mulberry,FL,Supercenter,FL,South,Florida,33860,"Walmart Supercenter - Mulberry,",#5035,6745 North Church St,Mulberry,FL,33860,(863) 701-2232,-81.971481,27.933452
5036,2003-10-29,2003-10-29,0,12,057,6192 GUNN HIGHWAY,Tampa,FL,Supercenter,FL,South,Florida,33625,"Walmart Supercenter - Tampa , Gas/Diesel,",#5036,6192 Gunn Hwy,Tampa,FL,33625,(813) 968-6477,-82.551891,28.062947
5037,2003-10-29,2003-10-29,0,12,089,464016 STATE ROAD  200,Yulee,FL,Supercenter,FL,South,Florida,32097,"Walmart Supercenter - Yulee , Gas/Diesel,",#5037,464016 State Rd 200,Yulee,FL,32097,(904) 261-9410,-81.532702,30.620253
5038,2004-08-25,NA,NA,17,197,12690 SOUTH ROUTE 59,Plainfield,IL,Wal-Mart,IL,Midwest,Illinois,60544,"Walmart Supercenter - Plainfield,",#5038,12690 South Route 59,Plainfield,IL,60544,(815) 267-3041,-88.205931,41.653493
5039,2003-03-19,2003-03-19,0,10,001,263 WAL-MART DRIVE,Camden,DE,Supercenter,DE,South,Delaware,19934,"Walmart Supercenter - Camden,",#5039,263 Wal-mart Dr,Camden,DE,19934,(302) 698-9170,-75.544182,39.10218
5040,2004-10-27,NA,NA,42,003,2200 WASHINGTON PIKE,Carnegie,PA,Wal-Mart,PA,Northern,Pennsylvania,15106,"Walmart - Carnegie,",#5040,2200 Washington Pike,Carnegie,PA,15106,(412) 429-1285,-80.095254,40.386302
5041,2002-10-16,NA,NA,53,053,19205 SR 410 EAST,Bonney Lake,WA,Wal-Mart,WA,West,Washington,98391,"Walmart Supercenter - Bonney Lake,",#5041,19205 Sr 410 East,Bonney Lake,WA,98391,(253) 826-9144,-122.171504,47.168517
5044,2005-01-26,2005-01-26,0,17,085,10000 BARTEL BLVD,Galena,IL,Supercenter,IL,Midwest,Illinois,61036,"Walmart Supercenter - Galena , Gas/Diesel,",#5044,10000 Bartel Blvd,Galena,IL,61036,(815) 777-0507,-90.44843,42.433882
5045,2003-06-18,2003-06-18,0,48,201,22605 TOMBALL PARKWAY,Houston,TX,Supercenter,TX,South,Texas,77375,"Walmart Supercenter - Tomball (Houston) , Gas/Diesel,",#5045,22605 Tomball Pkwy,Tomball,TX,77375,(281) 374-9449,-95.593588,30.014255
5046,2003-07-16,2003-07-16,0,37,101,805 TOWN CENTRE BOULEVARD,Clayton,NC,Supercenter,NC,South,North Carolina,27520,"Walmart Supercenter - Clayton , Gas/Diesel,",#5046,805 Town Centre Blvd,Clayton,NC,27520,(919) 550-5600,-78.495787,35.663079
5047,2005-10-26,NA,NA,34,007,130 BLACKHORSE PIKE,Audubon,NJ,Wal-Mart,NJ,Northern,New Jersey,8106,"Walmart - Audubon,",#5047,130 Blackhorse Pike,Audubon,NJ,08106,(856) 310-1470,-75.0898,39.893202
5048,2003-08-20,NA,NA,26,125,30729 LYON CENTER DRIVE EAST,Milford,MI,Wal-Mart,MI,Midwest,Michigan,48165,"Walmart Supercenter - New Hudson ,",#5048,30729 Lyon Center Dr East,New Hudson,MI,48165,(248) 486-0445,-83.61363,42.515088
5049,2004-01-21,2004-01-21,0,08,059,13420 COAL MINE AVE,Littleton,CO,Supercenter,CO,West,Colorado,80127,"Walmart Supercenter - Littleton (SW),",#5049,13420 Coal Mine Ave,Littleton,CO,80127,(303) 979-2064,-105.149749,39.607591
5051,2003-05-21,2003-05-21,0,08,123,920 47TH AVENUE,Greeley,CO,Supercenter,CO,West,Colorado,80634,"Walmart Supercenter - Greeley (N),",#5051,920 47th Ave,Greeley (n),CO,80634,(970) 353-4231,-104.753511,40.422889
5054,2003-01-22,2003-01-22,0,12,031,11900 ATLANTIC BLVD,Jacksonville,FL,Supercenter,FL,South,Florida,32225,"Walmart Supercenter - Jacksonville , Gas/Diesel,",#5054,11900 Atlantic Blvd,Jacksonville,FL,32225,(904) 641-8088,-81.491874,30.318138
5055,2004-10-20,2004-10-20,0,12,021,9885 COLLIER BLVD,Naples (SE),FL,Supercenter,FL,South,Florida,34114,"Walmart Supercenter - Naples (SE),",#5055,9885 Collier Blvd,Naples,FL,34114,(239) 455-1131,-81.688147,26.148967
5056,2005-08-24,2005-08-24,0,22,005,17585 AIRLINE HIGHWAY,Prairieville,LA,Supercenter,LA,South,Louisiana,70769,"Walmart Supercenter - Prairieville , Gas/Diesel,",#5056,17585 Airline Hwy,Prairieville,LA,70769,(225) 677-7375,-90.985488,30.330981
5057,2003-03-19,2003-03-19,0,47,149,2900 SOUTH RUTHERFORD BLVD,Murfreesboro,TN,Supercenter,TN,South,Tennessee,37127,"Walmart Supercenter - Murfreesboro (E) , Gas/Diesel,",#5057,2900 South Rutherford Blvd,Murfreesboro,TN,37130,(615) 896-4650,-86.347686,35.83134
5058,2003-10-29,2003-10-29,0,47,037,3035 HAMILTON CHURCH ROAD,Nashville,TN,Supercenter,TN,South,Tennessee,37013,"Walmart Supercenter - Antioch , Gas/Diesel,",#5058,3035 Hamilton Church Rd,Antioch,TN,37013,(615) 360-2228,-86.630335,36.062401
5060,2003-10-29,NA,NA,17,089,1410 SOUTH RANDALL ROAD,Algonquin,IL,Wal-Mart,IL,Midwest,Illinois,60102,"Walmart Supercenter - Algonquin,",#5060,1410 South Randall Rd,Algonquin,IL,60102,(847) 458-5620,-88.337606,42.154973
5063,2004-09-15,2004-09-15,0,37,119,1830 GALLERIA BLVD,Charlotte (Matthews),NC,Supercenter,NC,South,North Carolina,28270,"Walmart Supercenter - Charlotte , Gas/Diesel,",#5063,1830 Galleria Blvd,Charlotte,NC,28270,(704) 844-1066,-80.732889,35.138411
5064,2003-03-19,NA,NA,26,077,6065 GULL ROAD,Kalamazoo,MI,Wal-Mart,MI,Midwest,Michigan,49048,"Walmart Supercenter - Kalamazoo,",#5064,6065 Gull Rd,Kalamazoo,MI,49048,(269) 373-1314,-85.51044,42.330859
5065,2004-01-21,NA,NA,26,077,501 N 9TH STREET,Kalamazoo,MI,Wal-Mart,MI,Midwest,Michigan,49009,"Walmart Supercenter - Kalamazoo,",#5065,501 S. 9th St,Kalamazoo,MI,49009,(269) 544-0718,-85.683858,42.293309
5066,2003-09-17,NA,NA,39,093,35901 CHESTER ROAD,Avon,OH,Wal-Mart,OH,Midwest,Ohio,44011,"Walmart Supercenter - Avon , Gas,",#5066,35901 Chester Rd,Avon,OH,44011,(440) 937-4750,-82.017163,41.46632
5068,2003-05-28,NA,NA,36,059,200 SUNRISE MALL,Massapequa,NY,Wal-Mart,NY,Northern,New York,11758,"Walmart - Massapequa (Long Island),",#5068,200 Sunrise Mall,Massapequa,NY,11758,(516) 799-2697,-73.433056,40.68319
5069,2004-01-28,NA,NA,34,019,3576 ROUTE 22 WEST,Whitehouse Station,NJ,Wal-Mart,NJ,Northern,New Jersey,8889,"Walmart Supercenter - Whitehouse,",#5069,3576 Route 22 West,Whitehouse,NJ,08889,(908) 534-7377,-74.729294,40.613575
5070,2003-05-21,2003-05-21,0,32,003,5200 SO. FORT APACHE ROAD,Las Vegas,NV,Supercenter,NV,West,Nevada,89148,"Walmart Supercenter - Las Vegas (SW2),",#5070,5200 So Fort Apache Rd,Las Vegas,NV,89148,(702) 367-4001,-115.295569,36.093854
5071,2003-03-19,2003-03-19,0,40,031,6301 NW QUANNAH PARKER TRWAY,Lawton,OK,Supercenter,OK,South,Oklahoma,73505,"Walmart Supercenter - Lawton , Gas/Diesel,",#5071,6301 Nw Quannah Parker Trway,Lawton,OK,73505,(580) 510-9130,-98.472564,34.632488
5073,2005-01-26,NA,NA,53,033,17432 SOUTHEAST 270TH PLACE,Covington,WA,Wal-Mart,WA,West,Washington,98042,"Walmart - Covington,",#5073,17432 Se 270th Place,Covington,WA,98042,(253) 630-7791,-122.108345,47.360323
5075,2004-04-14,NA,NA,06,073,3405 MARRON ROAD,Oceanside,CA,Wal-Mart,CA,West,California,92056,"Walmart Supercenter - Oceanside ,",#5075,3405 Marron Rd,Oceanside,CA,92056,(760) 730-1371,-117.296743,33.177158
5076,2003-06-18,2003-06-18,0,23,019,24 WALTON DRIVE,brewer,ME,Supercenter,ME,Northern,Maine,4412,"Walmart Supercenter - Brewer,",#5076,24 Walton Dr,Brewer,ME,04412,(207) 989-5068,-68.733181,44.774863
5077,2004-07-21,NA,NA,34,027,300 WOOTTON STREET,Boonton,NJ,Wal-Mart,NJ,Northern,New Jersey,7005,"Walmart - Boonton,",#5077,300 Wootton St,Boonton,NJ,07005,(973) 299-3943,-74.403041,40.908002
5079,2003-06-18,2003-06-18,1,28,047,1617 EAST BEACH BLVD,Pass Christian,MS,Supercenter,MS,South,Mississippi,39571,"Walmart Supercenter - Pass Christian, Gas/Diesel,",#5079,1617 East Beach Blvd,Pass Christian,MS,39571,(228) 452-4948,-89.188826,30.33488
5080,2003-06-18,2003-06-18,0,48,439,1732 PRECINCT LINE ROAD,Hurst,TX,Supercenter,TX,South,Texas,76054,"Walmart Supercenter - Hurst , Gas/Diesel,",#5080,1732 Precinct Line Rd,Hurst,TX,76054,(817) 503-7152,-97.184816,32.847047
5082,2004-01-28,NA,NA,39,035,8303 WEST RIDGEWOOD DRIVE,Parma,OH,Wal-Mart,OH,Midwest,Ohio,44129,"Walmart - Parma,",#5082,8303 West Ridgewood Dr,Parma,OH,44129,(440) 884-5641,-81.743882,41.383342
5083,2004-01-28,NA,NA,39,035,6594 MAYFIELD ROAD,Mayfield Heights,OH,Wal-Mart,OH,Midwest,Ohio,44124,"Walmart - Mayfield Heights,",#5083,6594 Mayfield Rd,Mayfield Heights,OH,44124,(440) 446-0668,-81.440433,41.519603
5087,2004-01-21,2004-01-21,0,45,051,550 HIGHWAY 17 NORTH,North Myrtle Beach,SC,Supercenter,SC,South,South Carolina,29582,"Walmart Supercenter - North Myrtle Beach,",#5087,550 Hwy 17 N,North Myrtle Beach,SC,29582,(843) 281-8352,-78.672045,33.83067
5089,2004-01-28,NA,NA,27,037,9165 CAHILL AVENUE,Inver Grove Heights,MN,Wal-Mart,MN,Midwest,Minnesota,55076,"Walmart Supercenter - Inver Grove Heights ,",#5089,9165 Cahill Ave,Inver Grove Heights,MN,55076,(651) 451-3975,-93.040817,44.817443
5090,2003-08-20,2003-08-20,0,55,009,1415 LAWRENCE DRIVE,De Pere,WI,Supercenter,WI,Midwest,Wisconsin,54115,"Walmart Supercenter - De Pere,",#5090,1415 Lawrence Dr,De Pere,WI,54115,(920) 336-3416,-88.103625,44.433395
5091,2004-05-19,2004-05-19,0,48,201,26270 NORTHWEST FREEWAY,Houston (Rosehill),TX,Supercenter,TX,South,Texas,77429,"Walmart Supercenter - Cypress , Gas/Diesel,",#5091,26270 Northwest Freeway,Cypress,TX,77429,(281) 256-8038,-95.697746,29.974869
5092,2003-10-29,2003-10-29,0,48,121,190 EAST FM 3040,Lewisville,TX,Supercenter,TX,South,Texas,75067,"Walmart Supercenter - Lewisville (SE), Gas/Diesel,",#5092,190 East Fm 3040,Lewisville,TX,75067,(972) 315-3398,-96.9909,33.001527
5095,2005-01-26,NA,NA,09,003,495 FLATBUSH AVE,Hartford,CT,Wal-Mart,CT,Northern,Connecticut,6106,"Walmart - Hartford,",#5095,495 Flatbush Ave,Hartford,CT,06106,(860) 953-0040,-72.712937,41.740573
5097,2003-09-24,2003-09-24,0,26,145,5650 BAY ROAD,Saginaw,MI,Supercenter,MI,Midwest,Michigan,48604,"Walmart Supercenter - Saginaw,",#5097,5650 Bay Rd,Saginaw,MI,48604,(989) 790-3990,-83.969451,43.488848
5099,2003-10-29,2003-10-29,0,08,077,2545 RIMROCK AVE,Grand Junction,CO,Supercenter,CO,West,Colorado,81505,"Walmart Supercenter - Grand Junction (W) ,",#5099,2545 Rimrock Ave,Grand Junction,CO,81505,(970) 248-0031,-108.581687,39.077129
5101,2003-05-21,2003-05-21,0,32,023,300 SOUTH HIGHWAY 160,Pahrump,NV,Supercenter,NV,West,Nevada,89048,"Walmart Supercenter - Pahrump,",#5101,300 South Hwy 160,Pahrump,NV,89048,(775) 537-1400,-115.993687,36.214961
5103,2003-06-18,NA,NA,42,101,"4600 E. ROOSEVELT BLVD, BLDG G",Philadelphia,PA,Wal-Mart,PA,Northern,Pennsylvania,19124,"Walmart - Philadelphia (NE),",#5103,4600 E. Roosevelt Blvd Bldg G,Philadelphia,PA,19124,(215) 288-0700,-75.10014,40.031001
5104,2003-08-20,2003-08-20,0,39,113,1701 WEST DOROTHY LANE,Kettering,OH,Supercenter,OH,Midwest,Ohio,45439,"Walmart Supercenter - Moraine , Gas/Diesel,",#5104,1701 West Dorothy Lane,Moraine,OH,45439,(937) 643-2124,-84.202179,39.710222
5111,2004-01-28,NA,NA,34,035,1501 ROUTE 22 WEST,Watchung,NJ,Wal-Mart,NJ,Northern,New Jersey,7069,"Walmart - Watchung,",#5111,1501 Route 22 West,Watchung,NJ,07069,(908) 756-1925,-74.425425,40.638594
5113,2003-07-16,2003-07-16,0,01,115,165 VAUGHAN LANE,Pell City,AL,Supercenter,AL,South,Alabama,35125,"Walmart Supercenter - Pell City , Gas/Diesel,",#5113,165 Vaughan Lane,Pell City,AL,35125,(205) 338-5300,-86.278017,33.609551
5115,2003-10-29,2003-10-29,0,19,163,3101 WEST KIMBERLY ROAD,Davenport,IA,Supercenter,IA,Midwest,Iowa,52806,"Walmart Supercenter - Davenport (W) , Gas/Diesel,",#5115,3101 West Kimberly Rd,Davenport,IA,52806,(563) 445-0272,-90.622661,41.558201
5116,2003-08-20,2003-08-20,0,48,201,9025 SPENCER HIGHWAY,Deer Park,TX,Supercenter,TX,South,Texas,77571,"Walmart Supercenter - La Porte , Gas/Diesel,",#5116,9025 Spencer Hwy,La Porte,TX,77571,(281) 479-9636,-95.099752,29.665807
5117,2004-01-21,2004-01-21,0,51,820,116 LUCY LANE,Waynesboro,VA,Supercenter,VA,South,Virginia,22980,"Walmart Supercenter - Waynesboro,",#5117,116 Lucy Lane,Waynesboro,VA,22980,(540) 932-2500,-78.933567,38.066773
5118,2003-10-29,2003-10-29,0,37,183,10050 GLENWOOD AVENUE,Raleigh,NC,Supercenter,NC,South,North Carolina,27617,"Walmart Supercenter - Raleigh,",#5118,10050 Glenwood Ave,Raleigh,NC,27617,(919) 596-5790,-78.778579,35.913035
5123,2004-01-21,2004-01-21,0,08,041,5550 EAST WOODMEN ROAD,Colorado Springs,CO,Supercenter,CO,West,Colorado,80920,"Walmart Supercenter - Colorado Springs (NE) , Gas,",#5123,5550 East Woodmen Rd,Colorado Springs,CO,80920,(719) 531-6471,-104.724707,38.9418
5124,2004-04-14,2004-04-14,0,04,013,5605 WEST NORTHERN AVENUE,Glendale,AZ,Supercenter,AZ,West,Arizona,85301,"Walmart Supercenter - Glendale (Manistee) ,",#5124,5605 West Northern Ave,Glendale,AZ,85301,(623) 934-6920,-112.179839,33.552101
5126,2003-08-20,2003-08-20,0,01,019,1950 WEST MAIN STREET,Centre,AL,Supercenter,AL,South,Alabama,35960,"Walmart Supercenter - Centre, Gas/Diesel,",#5126,1950 West Main St,Centre,AL,35960,(256) 927-9900,-85.713114,34.162109
5127,2003-10-29,2003-10-29,0,55,063,4622 MORMON COULEE ROAD,La Crosse,WI,Supercenter,WI,Midwest,Wisconsin,54601,"Walmart Supercenter - La Crosse,",#5127,4622 Mormon Coulee Rd,La Crosse,WI,54601,(608) 788-1870,-91.212169,43.766266
5130,2004-10-27,NA,NA,42,101,"9745 ROOSEVELT BLVD ""A""",Philadelphia (Bu),PA,Wal-Mart,PA,Northern,Pennsylvania,19114,"Walmart - Philadelphia,",#5130,9745 Roosevelt Blvd A,Philadelphia,PA,19114,(215) 698-0350,-75.023359,40.083271
5131,2006-01-25,NA,NA,42,017,3461 Horizon Blvd,Bensalem,PA,Wal-Mart,PA,Northern,Pennsylvania,19020,"Walmart - Bensalem,",#5131,3461 Horizon Blvd,Bensalem,PA,19020,(215) 942-4005,-74.966763,40.135995
5136,2003-08-20,2005-11-02,1,06,115,1131 NORTH BEALE ROAD,Marysville,CA,Supercenter,CA,West,California,95901,"Walmart Supercenter - Marysville,",#5136,1131 North Beale Rd,Marysville,CA,95901,(530) 634-9751,-121.573059,39.126865
5137,2004-10-27,2004-10-27,0,08,005,6101 SOUTH AURORA PARKWAY,Aurora (SE),CO,Supercenter,CO,West,Colorado,80016,"Walmart Supercenter - Aurora (SE),",#5137,6101 South Aurora Pkwy,Aurora,CO,80016,(303) 617-1261,-104.705,39.6063
5139,2003-10-29,2005-11-02,1,06,095,235 EAST DORSET DRIVE,Dixon,CA,Supercenter,CA,West,California,95620,"Walmart Supercenter - Dixon,",#5139,235 East Dorset Dr,Dixon,CA,95620,(707) 693-6505,-121.820375,38.470824
5140,2004-05-19,NA,NA,06,073,5500 GROSSMONT CENTER DRIVE,La Mesa,CA,Wal-Mart,CA,West,California,91942,"Walmart - La Mesa,",#5140,5500 Grossmont Center Dr,La Mesa,CA,91942,(619) 337-3655,-117.009043,32.77761
5141,2005-09-14,2005-09-14,0,31,055,16960 WEST MAPLE ROAD,Omaha (NW),NE,Supercenter,NE,Midwest,Nebraska,68116,"Walmart Supercenter - Omaha (NW),",#5141,16960 West Maple Rd,Omaha,NE,68116,(402) 289-9238,-96.18006,41.293573
5142,2004-01-28,NA,NA,34,025,3575 ROUTE 66 WEST,Monmouth,NJ,Wal-Mart,NJ,Northern,New Jersey,7753,"Walmart Supercenter - Neptune,",#5142,3575 Route 66 West,Neptune,NJ,07753,(732) 922-8084,-74.084687,40.224387
5144,2003-10-29,2003-10-29,0,48,029,8315 FM 78,San Antonio,TX,Supercenter,TX,South,Texas,78109,"Walmart Supercenter - Converse , Gas/Diesel,",#5144,8315 Fm 78,Converse,TX,78109,(210) 666-6066,-98.323658,29.497804
5145,2003-10-29,2003-10-29,0,48,029,1603 VANCE JACKSON ROAD,San Antonio,TX,Supercenter,TX,South,Texas,78213,"Walmart Supercenter - San Antonio  , Gas/Diesel,",#5145,1603 Vance Jackson Rd,San Antonio,TX,78213,(210) 738-8218,-98.536619,29.48826
5146,2004-01-21,2004-01-21,0,48,029,8030 BANDERA ROAD,San Antonio,TX,Supercenter,TX,South,Texas,78250,"Walmart Supercenter - San Antonio , Gas/Diesel,",#5146,8030 Bandera Rd,San Antonio,TX,78250,(210) 520-6517,-98.633789,29.517833
5147,2003-08-20,2003-08-20,0,48,113,1521 NORTH COCKRELL HILL ROAD,Dallas,TX,Supercenter,TX,South,Texas,75211,"Walmart Supercenter - Dallas (W) , Gas/Diesel,",#5147,1521 North Cockrell Hill Rd,Dallas,TX,75211,(214) 330-7249,-96.897259,32.763717
5150,2004-10-27,NA,NA,29,189,1900 MAPLEWOOD COMMONS DRIVE,Maplewood,MO,Wal-Mart,MO,Midwest,Missouri,63143,"Walmart Supercenter - Maplewood,",#5150,1900 Maplewood Commons Dr,Maplewood,MO,63143,(314) 781-2165,-90.331909,38.621508
5151,2004-04-14,2004-04-14,0,13,115,825 CARTERSVILLE HIGHWAY SE,Rome,GA,Supercenter,GA,South,Georgia,30161,"Walmart Supercenter - Rome (S) , Gas/Diesel,",#5151,825 Cartersville Hwy,Rome,GA,30161,(706) 292-0838,-85.130432,34.220342
5152,2004-01-28,NA,NA,06,037,6433 FALLBROOK AVENUE,West Hills,CA,Wal-Mart,CA,West,California,91307,"Walmart - West Hills ,",#5152,6433 Fallbrook Ave,West Hills,CA,91307,(818) 719-8602,-118.624459,34.188089
5155,2003-08-20,2003-08-20,0,35,013,1550 SOUTH VALLEY DRIVE,Las Cruces,NM,Supercenter,NM,West,New Mexico,88005,"Walmart Supercenter - Las Cruces (SW) ,",#5155,1550 South Valley Dr,Las Cruces,NM,88005,(575) 523-4924,-106.7503,32.3153
5157,2004-10-27,2004-10-27,0,17,179,155 EAST COURTLAND STREET,Morton,IL,Supercenter,IL,Midwest,Illinois,61550,"Walmart Supercenter - Morton,",#5157,155 East Courtland St,Morton,IL,61550,(309) 263-7898,-89.461662,40.629132
5159,2004-01-21,2004-01-21,0,26,129,2750 COOK ROAD,West Branch,MI,Supercenter,MI,Midwest,Michigan,48661,"Walmart Supercenter - West Branch , Gas/Diesel,",#5159,2750 Cook Rd,West Branch,MI,48661,(989) 343-1309,-84.227254,44.253809
5160,2004-07-21,2004-07-21,0,26,075,1700 WEST MICHIGAN AVENUE,Jackson  (W),MI,Supercenter,MI,Midwest,Michigan,49202,"Walmart Supercenter - Jackson (W),",#5160,1700 West Michigan Ave,Jackson,MI,49202,(517) 817-0326,-84.434372,42.248711
5162,2005-01-26,NA,NA,06,037,27931 KELLY JOHNSON PARKWAY,Santa Clarita (W),CA,Wal-Mart,CA,West,California,91355,"Walmart Supercenter - Santa Clarita (W) ,",#5162,27931 Kelly Johnson Pkwy,Santa Clarita,CA,91355,(661) 294-5211,-118.577048,34.444175
5164,2004-01-28,NA,NA,06,037,11729 IMPERIAL HIGHWAY,Norwalk,CA,Wal-Mart,CA,West,California,90650,"Walmart - Norwalk,",#5164,11729 Imperial Hwy,Norwalk,CA,90650,(562) 929-6766,-118.082984,33.917688
5165,2004-01-21,2004-01-21,0,48,215,1421 WEST FRONTAGE ROAD,Alamo,TX,Supercenter,TX,South,Texas,78516,"Walmart Supercenter - Alamo , Gas/Diesel,",#5165,1421 West Frontage Rd,Alamo,TX,78516,(956) 782-0034,-98.132094,26.191228
5166,2003-08-20,2003-08-20,0,35,029,1021 EAST PINE STREET,Deming,NM,Supercenter,NM,West,New Mexico,88030,"Walmart Supercenter - Deming ,",#5166,1021 East Pine St,Deming,NM,88030,(575) 546-6045,-107.744593,32.26972
